Key	Frame	Index
1f251	1	315
1f300	1	316
1f301	1	317
1f302	1	318
1f303	1	319
1f304	1	320
1f305	1	321
1f306	1	322
1f307	1	323
1f308	1	324
1f309	1	325
1f30a	1	326
1f30b	1	327
1f30c	1	328
1f30d	1	329
1f30e	1	330
1f30f	1	331
1f310	1	332
1f311	1	333
1f312	1	334
1f313	1	335
1f314	1	336
1f315	1	337
1f316	1	338
1f317	1	339
1f318	1	340
1f319	1	341
1f31a	1	342
1f31b	1	343
1f31c	1	344
1f31d	1	345
1f31e	1	346
1f31f	1	347
1f320	1	348
1f321	1	349
1f324	1	350
1f325	1	351
1f326	1	352
1f327	1	353
1f328	1	354
1f329	1	355
1f32a	1	356
1f32b	1	357
1f32c	1	358
1f32d	1	359
1f32e	1	360
1f32f	1	361
1f330	1	362
1f331	1	363
1f332	1	364
1f333	1	365
1f334	1	366
1f335	1	367
1f336	1	368
1f337	1	369
1f338	1	370
1f339	1	371
1f33a	1	372
1f33b	1	373
1f33c	1	374
1f33d	1	375
1f33e	1	376
1f33f	1	377
1f340	1	378
1f341	1	379
1f342	1	380
1f343	1	381
1f344	1	382
1f345	1	383
1f346	1	384
1f347	1	385
1f348	1	386
1f349	1	387
1f34a	1	388
1f34b	1	389
1f34c	1	390
1f34d	1	391
1f34e	1	392
1f34f	1	393
1f350	1	394
1f351	1	395
1f352	1	396
1f353	1	397
1f354	1	398
1f355	1	399
1f356	1	400
1f357	1	401
1f358	1	402
1f359	1	403
1f35a	1	404
1f35b	1	405
1f35c	1	406
1f35d	1	407
1f35e	1	408
1f35f	1	409
1f360	1	410
1f361	1	411
1f362	1	412
1f363	1	413
1f364	1	414
1f365	1	415
1f366	1	416
1f367	1	417
1f368	1	418
1f369	1	419
1f36a	1	420
1f36b	1	421
1f36c	1	422
1f36d	1	423
1f36e	1	424
1f36f	1	425
1f370	1	426
1f371	1	427
1f372	1	428
1f373	1	429
1f374	1	430
1f375	1	431
1f376	1	432
1f377	1	433
1f378	1	434
1f379	1	435
1f37a	1	436
1f37b	1	437
1f37c	1	438
1f37d	1	439
1f37e	1	440
1f37f	1	441
1f380	1	442
1f381	1	443
1f382	1	444
1f383	1	445
1f384	1	446
1f385	1	447
1f385-1f3fb	1	448
1f385-1f3fc	1	449
1f385-1f3fd	1	450
1f385-1f3fe	1	451
1f385-1f3ff	1	452
1f386	1	453
1f387	1	454
1f388	1	455
1f389	1	456
1f38a	1	457
1f38b	1	458
1f38c	1	459
1f38d	1	460
1f38e	1	461
1f38f	1	462
1f390	1	463
1f391	1	464
1f392	1	465
1f393	1	466
1f396	1	467
1f397	1	468
1f399	1	469
1f39a	1	470
1f39b	1	471
1f39e	1	472
1f39f	1	473
1f3a0	1	474
1f3a1	1	475
1f3a2	1	476
1f3a3	1	477
1f3a4	1	478
1f3a5	1	479
1f3a6	1	480
1f3a7	1	481
1f3a8	1	482
1f3a9	1	483
1f3aa	1	484
1f3ab	1	485
1f3ac	1	486
1f3ad	1	487
1f3ae	1	488
1f3af	1	489
1f3b0	1	490
1f3b1	1	491
1f3b2	1	492
1f3b3	1	493
1f3b4	1	494
1f3b5	1	495
1f3b6	1	496
1f3b7	1	497
1f3b8	1	498
1f3b9	1	499
1f3ba	1	500
1f3bb	1	501
1f3bc	1	502
1f3bd	1	503
1f3be	1	504
1f3bf	1	505
1f3c0	1	506
1f3c1	1	507
1f3c2	1	508
1f3c2-1f3fb	1	509
1f3c2-1f3fc	1	510
1f3c2-1f3fd	1	511
1f3c2-1f3fe	1	512
1f3c2-1f3ff	1	513
1f3c3	1	514
1f3c3-1f3fb	1	515
1f3c3-1f3fb-200d-2640-fe0f	1	516
1f3c3-1f3fb-200d-2642-fe0f	1	517
1f3c3-1f3fc	1	518
1f3c3-1f3fc-200d-2640-fe0f	1	519
1f3c3-1f3fc-200d-2642-fe0f	1	520
1f3c3-1f3fd	1	521
1f3c3-1f3fd-200d-2640-fe0f	1	522
1f3c3-1f3fd-200d-2642-fe0f	1	523
1f3c3-1f3fe	1	524
1f3c3-1f3fe-200d-2640-fe0f	1	525
1f3c3-1f3fe-200d-2642-fe0f	1	526
1f3c3-1f3ff	1	527
1f3c3-1f3ff-200d-2640-fe0f	1	528
1f3c3-1f3ff-200d-2642-fe0f	1	529
1f3c3-200d-2640-fe0f	1	530
1f3c3-200d-2642-fe0f	1	531
1f3c4	1	532
1f3c4-1f3fb	1	533
1f3c4-1f3fb-200d-2640-fe0f	1	534
1f3c4-1f3fb-200d-2642-fe0f	1	535
1f3c4-1f3fc	1	536
1f3c4-1f3fc-200d-2640-fe0f	1	537
1f3c4-1f3fc-200d-2642-fe0f	1	538
1f3c4-1f3fd	1	539
1f3c4-1f3fd-200d-2640-fe0f	1	540
1f3c4-1f3fd-200d-2642-fe0f	1	541
1f3c4-1f3fe	1	542
1f3c4-1f3fe-200d-2640-fe0f	1	543
1f3c4-1f3fe-200d-2642-fe0f	1	544
1f3c4-1f3ff	1	545
1f3c4-1f3ff-200d-2640-fe0f	1	546
1f3c4-1f3ff-200d-2642-fe0f	1	547
1f3c4-200d-2640-fe0f	1	548
1f3c4-200d-2642-fe0f	1	549
1f3c5	1	550
1f3c6	1	551
1f3c7	1	552
1f3c7-1f3fb	1	553
1f3c7-1f3fc	1	554
1f3c7-1f3fd	1	555
1f3c7-1f3fe	1	556
1f3c7-1f3ff	1	557
1f3c8	1	558
1f3c9	1	559
1f3ca	1	560
1f3ca-1f3fb	1	561
1f3ca-1f3fb-200d-2640-fe0f	1	562
1f3ca-1f3fb-200d-2642-fe0f	1	563
1f3ca-1f3fc	1	564
1f3ca-1f3fc-200d-2640-fe0f	1	565
1f3ca-1f3fc-200d-2642-fe0f	1	566
1f3ca-1f3fd	1	567
1f3ca-1f3fd-200d-2640-fe0f	1	568
1f3ca-1f3fd-200d-2642-fe0f	1	569
1f3ca-1f3fe	1	570
1f3ca-1f3fe-200d-2640-fe0f	1	571
1f3ca-1f3fe-200d-2642-fe0f	1	572
1f3ca-1f3ff	1	573
1f3ca-1f3ff-200d-2640-fe0f	1	574
1f3ca-1f3ff-200d-2642-fe0f	1	575
1f3ca-200d-2640-fe0f	1	576
1f3ca-200d-2642-fe0f	1	577
1f3cb	1	578
1f3cb-1f3fb	1	579
1f3cb-1f3fb-200d-2640-fe0f	1	580
1f3cb-1f3fb-200d-2642-fe0f	1	581
1f3cb-1f3fc	1	582
1f3cb-1f3fc-200d-2640-fe0f	1	583
1f3cb-1f3fc-200d-2642-fe0f	1	584
1f3cb-1f3fd	1	585
1f3cb-1f3fd-200d-2640-fe0f	1	586
1f3cb-1f3fd-200d-2642-fe0f	1	587
1f3cb-1f3fe	1	588
1f3cb-1f3fe-200d-2640-fe0f	1	589
1f3cb-1f3fe-200d-2642-fe0f	1	590
1f3cb-1f3ff	1	591
1f3cb-1f3ff-200d-2640-fe0f	1	592
1f3cb-1f3ff-200d-2642-fe0f	1	593
1f3cb-fe0f-200d-2640-fe0f	1	594
1f3cb-fe0f-200d-2642-fe0f	1	595
1f3cc	1	596
1f3cc-1f3fb	1	597
1f3cc-1f3fb-200d-2640-fe0f	1	598
1f3cc-1f3fb-200d-2642-fe0f	1	599
1f3cc-1f3fc	1	600
1f3cc-1f3fc-200d-2640-fe0f	1	601
1f3cc-1f3fc-200d-2642-fe0f	1	602
1f3cc-1f3fd	1	603
1f3cc-1f3fd-200d-2640-fe0f	1	604
1f3cc-1f3fd-200d-2642-fe0f	1	605
1f3cc-1f3fe	1	606
1f3cc-1f3fe-200d-2640-fe0f	1	607
1f3cc-1f3fe-200d-2642-fe0f	1	608
1f3cc-1f3ff	1	609
1f3cc-1f3ff-200d-2640-fe0f	1	610
1f3cc-1f3ff-200d-2642-fe0f	1	611
1f3cc-fe0f-200d-2640-fe0f	1	612
1f3cc-fe0f-200d-2642-fe0f	1	613
1f3cd	1	614
1f3ce	1	615
1f3cf	1	616
1f3d0	1	617
1f3d1	1	618
1f3d2	1	619
1f3d3	1	620
1f3d4	1	621
1f3d5	1	622
1f3d6	1	623
1f3d7	1	624
1f3d8	1	625
1f3d9	1	626
1f3da	1	627
1f3db	1	628
1f3dc	1	629
1f3dd	1	630
1f3de	1	631
1f3df	1	632
1f3e0	1	633
1f3e1	1	634
1f3e2	1	635
1f3e3	1	636
1f3e4	1	637
1f3e5	1	638
1f3e6	1	639
1f3e7	1	640
1f3e8	1	641
1f3e9	1	642
1f3ea	1	643
1f3eb	1	644
1f3ec	1	645
1f3ed	1	646
1f3ee	1	647
1f3ef	1	648
1f3f0	1	649
1f3f3	1	650
1f3f3-fe0f-200d-1f308	1	651
1f3f3-fe0f-200d-26a7-fe0f	1	652
1f3f4	1	653
1f3f4-200d-2620-fe0f	1	654
1f3f4-e0067-e0062-e0065-e006e-e0067-e007f	1	655
1f3f4-e0067-e0062-e0073-e0063-e0074-e007f	1	656
1f3f4-e0067-e0062-e0077-e006c-e0073-e007f	1	657
1f3f5	1	658
1f3f7	1	659
1f3f8	1	660
1f3f9	1	661
1f3fa	1	662
1f3fb	1	663
1f3fc	1	664
1f3fd	1	665
1f3fe	1	666
1f3ff	1	667
1f400	1	668
1f401	1	669
1f402	1	670
1f403	1	671
1f404	1	672
1f405	1	673
1f406	1	674
1f407	1	675
1f408	1	676
1f408-200d-2b1b	1	677
1f409	1	678
1f40a	1	679
1f40b	1	680
1f40c	1	681
1f40d	1	682
1f40e	1	683
1f40f	1	684
1f410	1	685
1f411	1	686
1f412	1	687
1f413	1	688
1f414	1	689
1f415	1	690
1f415-200d-1f9ba	1	691
1f416	1	692
1f417	1	693
1f418	1	694
1f419	1	695
1f41a	1	696
1f41b	1	697
1f41c	1	698
1f41d	1	699
1f41e	1	700
1f41f	1	701
1f420	1	702
1f421	1	703
1f422	1	704
1f423	1	705
1f424	1	706
1f425	1	707
1f426	1	708
1f427	1	709
1f428	1	710
1f429	1	711
1f42a	1	712
1f42b	1	713
1f42c	1	714
1f42d	1	715
1f42e	1	716
1f42f	1	717
1f430	1	718
1f431	1	719
1f432	1	720
1f433	1	721
1f434	1	722
1f435	1	723
1f436	1	724
1f437	1	725
1f438	1	726
1f439	1	727
1f43a	1	728
1f43b	1	729
1f43b-200d-2744-fe0f	1	730
1f43c	1	731
1f43d	1	732
1f43e	1	733
1f43f	1	734
1f440	1	735
1f441	1	736
1f441-200d-1f5e8	1	737
1f442	1	738
1f442-1f3fb	1	739
1f442-1f3fc	1	740
1f442-1f3fd	1	741
1f442-1f3fe	1	742
1f442-1f3ff	1	743
1f443	1	744
1f443-1f3fb	1	745
1f443-1f3fc	1	746
1f443-1f3fd	1	747
1f443-1f3fe	1	748
1f443-1f3ff	1	749
1f444	1	750
1f445	1	751
1f446	1	752
1f446-1f3fb	1	753
1f446-1f3fc	1	754
1f446-1f3fd	1	755
1f446-1f3fe	1	756
1f446-1f3ff	1	757
1f447	1	758
1f447-1f3fb	1	759
1f447-1f3fc	1	760
1f447-1f3fd	1	761
1f447-1f3fe	1	762
1f447-1f3ff	1	763
1f448	1	764
1f448-1f3fb	1	765
1f448-1f3fc	1	766
1f448-1f3fd	1	767
1f448-1f3fe	1	768
1f448-1f3ff	1	769
1f449	1	770
1f449-1f3fb	1	771
1f449-1f3fc	1	772
1f449-1f3fd	1	773
1f449-1f3fe	1	774
1f449-1f3ff	1	775
1f44a	1	776
1f44a-1f3fb	1	777
1f44a-1f3fc	1	778
1f44a-1f3fd	1	779
1f44a-1f3fe	1	780
1f44a-1f3ff	1	781
1f44b	1	782
1f44b-1f3fb	1	783
1f44b-1f3fc	1	784
1f44b-1f3fd	1	785
1f44b-1f3fe	1	786
1f44b-1f3ff	1	787
1f44c	1	788
1f44c-1f3fb	1	789
1f44c-1f3fc	1	790
1f44c-1f3fd	1	791
1f44c-1f3fe	1	792
1f44c-1f3ff	1	793
1f44d	1	794
1f44d-1f3fb	1	795
1f44d-1f3fc	1	796
1f44d-1f3fd	1	797
1f44d-1f3fe	1	798
1f44d-1f3ff	1	799
1f44e	1	800
1f44e-1f3fb	1	801
1f44e-1f3fc	1	802
1f44e-1f3fd	1	803
1f44e-1f3fe	1	804
1f44e-1f3ff	1	805
1f44f	1	806
1f44f-1f3fb	1	807
1f44f-1f3fc	1	808
1f44f-1f3fd	1	809
1f44f-1f3fe	1	810
1f44f-1f3ff	1	811
1f450	1	812
1f450-1f3fb	1	813
1f450-1f3fc	1	814
1f450-1f3fd	1	815
1f450-1f3fe	1	816
1f450-1f3ff	1	817
1f451	1	818
1f452	1	819
1f453	1	820
1f454	1	821
1f455	1	822
1f456	1	823
1f457	1	824
1f458	1	825
1f459	1	826
1f45a	1	827
1f45b	1	828
1f45c	1	829
1f45d	1	830
1f45e	1	831
1f45f	1	832
1f460	1	833
1f461	1	834
1f462	1	835
1f463	1	836
1f464	1	837
1f465	1	838
1f466	1	839
1f466-1f3fb	1	840
1f466-1f3fc	1	841
1f466-1f3fd	1	842
1f466-1f3fe	1	843
1f466-1f3ff	1	844
1f467	1	845
1f467-1f3fb	1	846
1f467-1f3fc	1	847
1f467-1f3fd	1	848
1f467-1f3fe	1	849
1f467-1f3ff	1	850
1f468	1	851
1f468-1f3fb	1	852
1f468-1f3fb-200d-1f33e	1	853
1f468-1f3fb-200d-1f373	1	854
1f468-1f3fb-200d-1f37c	1	855
1f468-1f3fb-200d-1f384	1	856
1f468-1f3fb-200d-1f393	1	857
1f468-1f3fb-200d-1f3a4	1	858
1f468-1f3fb-200d-1f3a8	1	859
1f468-1f3fb-200d-1f3eb	1	860
1f468-1f3fb-200d-1f3ed	1	861
1f468-1f3fb-200d-1f4bb	1	862
1f468-1f3fb-200d-1f4bc	1	863
1f468-1f3fb-200d-1f527	1	864
1f468-1f3fb-200d-1f52c	1	865
1f468-1f3fb-200d-1f680	1	866
1f468-1f3fb-200d-1f692	1	867
1f468-1f3fb-200d-1f91d-200d-1f468-1f3fc	1	868
1f468-1f3fb-200d-1f91d-200d-1f468-1f3fd	1	869
1f468-1f3fb-200d-1f91d-200d-1f468-1f3fe	1	870
1f468-1f3fb-200d-1f91d-200d-1f468-1f3ff	1	871
1f468-1f3fb-200d-1f9af	1	872
1f468-1f3fb-200d-1f9b0	1	873
1f468-1f3fb-200d-1f9b1	1	874
1f468-1f3fb-200d-1f9b2	1	875
1f468-1f3fb-200d-1f9b3	1	876
1f468-1f3fb-200d-1f9bc	1	877
1f468-1f3fb-200d-1f9bd	1	878
1f468-1f3fb-200d-2695-fe0f	1	879
1f468-1f3fb-200d-2696-fe0f	1	880
1f468-1f3fb-200d-2708-fe0f	1	881
1f468-1f3fc	1	882
1f468-1f3fc-200d-1f33e	1	883
1f468-1f3fc-200d-1f373	1	884
1f468-1f3fc-200d-1f37c	1	885
1f468-1f3fc-200d-1f384	1	886
1f468-1f3fc-200d-1f393	1	887
1f468-1f3fc-200d-1f3a4	1	888
1f468-1f3fc-200d-1f3a8	1	889
1f468-1f3fc-200d-1f3eb	1	890
1f468-1f3fc-200d-1f3ed	1	891
1f468-1f3fc-200d-1f4bb	1	892
1f468-1f3fc-200d-1f4bc	1	893
1f468-1f3fc-200d-1f527	1	894
1f468-1f3fc-200d-1f52c	1	895
1f468-1f3fc-200d-1f680	1	896
1f468-1f3fc-200d-1f692	1	897
1f468-1f3fc-200d-1f91d-200d-1f468-1f3fb	1	898
1f468-1f3fc-200d-1f91d-200d-1f468-1f3fd	1	899
1f468-1f3fc-200d-1f91d-200d-1f468-1f3fe	1	900
1f468-1f3fc-200d-1f91d-200d-1f468-1f3ff	1	901
1f468-1f3fc-200d-1f9af	1	902
1f468-1f3fc-200d-1f9b0	1	903
1f468-1f3fc-200d-1f9b1	1	904
1f468-1f3fc-200d-1f9b2	1	905
1f468-1f3fc-200d-1f9b3	1	906
1f468-1f3fc-200d-1f9bc	1	907
1f468-1f3fc-200d-1f9bd	1	908
1f468-1f3fc-200d-2695-fe0f	1	909
1f468-1f3fc-200d-2696-fe0f	1	910
1f468-1f3fc-200d-2708-fe0f	1	911
1f468-1f3fd	1	912
1f468-1f3fd-200d-1f33e	1	913
1f468-1f3fd-200d-1f373	1	914
1f468-1f3fd-200d-1f37c	1	915
1f468-1f3fd-200d-1f384	1	916
1f468-1f3fd-200d-1f393	1	917
1f468-1f3fd-200d-1f3a4	1	918
1f468-1f3fd-200d-1f3a8	1	919
1f468-1f3fd-200d-1f3eb	1	920
1f468-1f3fd-200d-1f3ed	1	921
1f468-1f3fd-200d-1f4bb	1	922
1f468-1f3fd-200d-1f4bc	1	923
1f468-1f3fd-200d-1f527	1	924
1f468-1f3fd-200d-1f52c	1	925
1f468-1f3fd-200d-1f680	1	926
1f468-1f3fd-200d-1f692	1	927
1f468-1f3fd-200d-1f91d-200d-1f468-1f3fb	1	928
1f468-1f3fd-200d-1f91d-200d-1f468-1f3fc	1	929
1f468-1f3fd-200d-1f91d-200d-1f468-1f3fe	1	930
1f468-1f3fd-200d-1f91d-200d-1f468-1f3ff	1	931
1f468-1f3fd-200d-1f9af	1	932
1f468-1f3fd-200d-1f9b0	1	933
1f468-1f3fd-200d-1f9b1	1	934
1f468-1f3fd-200d-1f9b2	1	935
1f468-1f3fd-200d-1f9b3	1	936
1f468-1f3fd-200d-1f9bc	1	937
1f468-1f3fd-200d-1f9bd	1	938
1f468-1f3fd-200d-2695-fe0f	1	939
1f468-1f3fd-200d-2696-fe0f	1	940
1f468-1f3fd-200d-2708-fe0f	1	941
1f468-1f3fe	1	942
1f468-1f3fe-200d-1f33e	1	943
1f468-1f3fe-200d-1f373	1	944
1f468-1f3fe-200d-1f37c	1	945
1f468-1f3fe-200d-1f384	1	946
1f468-1f3fe-200d-1f393	1	947
1f468-1f3fe-200d-1f3a4	1	948
1f468-1f3fe-200d-1f3a8	1	949
1f468-1f3fe-200d-1f3eb	1	950
1f468-1f3fe-200d-1f3ed	1	951
1f468-1f3fe-200d-1f4bb	1	952
1f468-1f3fe-200d-1f4bc	1	953
1f468-1f3fe-200d-1f527	1	954
1f468-1f3fe-200d-1f52c	1	955
1f468-1f3fe-200d-1f680	1	956
1f468-1f3fe-200d-1f692	1	957
1f468-1f3fe-200d-1f91d-200d-1f468-1f3fb	1	958
1f468-1f3fe-200d-1f91d-200d-1f468-1f3fc	1	959
1f468-1f3fe-200d-1f91d-200d-1f468-1f3fd	1	960
1f468-1f3fe-200d-1f91d-200d-1f468-1f3ff	1	961
1f468-1f3fe-200d-1f9af	1	962
1f468-1f3fe-200d-1f9b0	1	963
